OBJECTNUMMER;SELECTIE;LABEL;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
865;6024;"6024-6776";"POLYGON((4.9121177 52.40878,4.9121547 52.4087681,4.9124481 52.4083499,4.9131511 52.4075582,4.9140855 52.4083252,4.9140545 52.4083562,4.9139371 52.4088052,4.9143545 52.4091887,4.9145056 52.4092568,4.9146537 52.40929,4.9134599 52.409897,4.913395 52.4098647,4.9121177 52.40878))";"POLYGON((52.40878 4.9121177,52.4087681 4.9121547,52.4083499 4.9124481,52.4075582 4.9131511,52.4083252 4.9140855,52.4083562 4.9140545,52.4088052 4.9139371,52.4091887 4.9143545,52.4092568 4.9145056,52.40929 4.9146537,52.409897 4.9134599,52.4098647 4.913395,52.40878 4.9121177))";4.9133857;52.4087276;
866;6024;"6024-6776";"POLYGON((4.9132633 52.4074301,4.9136428 52.4070201,4.9141473 52.4065591,4.9143845 52.4063682,4.9151222 52.4060911,4.9158572 52.4060667,4.9165912 52.4061526,4.9173246 52.4062629,4.9180572 52.4064798,4.9182393 52.4065754,4.918787 52.4069488,4.9188632 52.4070273,4.9189764 52.4072691,4.9176746 52.4078645,4.9173115 52.4075123,4.9171673 52.4074699,4.9165785 52.407354,4.9158432 52.4073921,4.9151061 52.4076231,4.9145536 52.4079089,4.9143667 52.4080439,4.9141959 52.4082148,4.9132633 52.4074301))";"POLYGON((52.4074301 4.9132633,52.4070201 4.9136428,52.4065591 4.9141473,52.4063682 4.9143845,52.4060911 4.9151222,52.4060667 4.9158572,52.4061526 4.9165912,52.4062629 4.9173246,52.4064798 4.9180572,52.4065754 4.9182393,52.4069488 4.918787,52.4070273 4.9188632,52.4072691 4.9189764,52.4078645 4.9176746,52.4075123 4.9173115,52.4074699 4.9171673,52.407354 4.9165785,52.4073921 4.9158432,52.4076231 4.9151061,52.4079089 4.9145536,52.4080439 4.9143667,52.4082148 4.9141959,52.4074301 4.9132633))";4.91611985;52.40714075;
867;6024;"6024-6776";"POLYGON((4.9190814 52.407835,4.9190833 52.4079268,4.9189443 52.4083757,4.918668 52.408824,4.9182437 52.4092716,4.9180257 52.4094544,4.9176086 52.4097185,4.9172864 52.4098768,4.9165499 52.4100488,4.9158145 52.4100977,4.9150798 52.4100944,4.9142562 52.4100382,4.9155967 52.4094178,4.9158216 52.4094313,4.9165574 52.4093432,4.9167703 52.4092659,4.9172958 52.408998,4.9175114 52.4088194,4.917739 52.4084304,4.9190814 52.407835))";"POLYGON((52.407835 4.9190814,52.4079268 4.9190833,52.4083757 4.9189443,52.408824 4.918668,52.4092716 4.9182437,52.4094544 4.9180257,52.4097185 4.9176086,52.4098768 4.9172864,52.4100488 4.9165499,52.4100977 4.9158145,52.4100944 4.9150798,52.4100382 4.9142562,52.4094178 4.9155967,52.4094313 4.9158216,52.4093432 4.9165574,52.4092659 4.9167703,52.408998 4.9172958,52.4088194 4.9175114,52.4084304 4.917739,52.407835 4.9190814))";4.91666975;52.40896635;
868;6024;"6024-6776";"POLYGON((4.934707 52.3939174,4.9336548 52.394262,4.9325171 52.3943272,4.9289969 52.395102,4.9287769 52.3946718,4.9292024 52.3944923,4.9299386 52.3943234,4.93288 52.3940181,4.9336151 52.3939594,4.934707 52.3939174))";"POLYGON((52.3939174 4.934707,52.394262 4.9336548,52.3943272 4.9325171,52.395102 4.9289969,52.3946718 4.9287769,52.3944923 4.9292024,52.3943234 4.9299386,52.3940181 4.93288,52.3939594 4.9336151,52.3939174 4.934707))";4.93174195;52.3945097;
869;6024;"6024-6776";"POLYGON((4.9345859 52.3943682,4.9359225 52.3939002,4.936592 52.3939279,4.9403023 52.3952494,4.9387464 52.3950163,4.9380131 52.3948824,4.9363514 52.3945124,4.935814 52.3944309,4.9350799 52.3943756,4.9345859 52.3943682))";"POLYGON((52.3943682 4.9345859,52.3939002 4.9359225,52.3939279 4.936592,52.3952494 4.9403023,52.3950163 4.9387464,52.3948824 4.9380131,52.3945124 4.9363514,52.3944309 4.935814,52.3943756 4.9350799,52.3943682 4.9345859))";4.9374441;52.3945748;
870;6024;"6024-6776";"POLYGON((4.9405805 52.3952761,4.9418075 52.3949444,4.9421225 52.3952439,4.9416817 52.3953046,4.9409472 52.3953113,4.9405805 52.3952761))";"POLYGON((52.3952761 4.9405805,52.3949444 4.9418075,52.3952439 4.9421225,52.3953046 4.9416817,52.3953113 4.9409472,52.3952761 4.9405805))";4.9413515;52.39512785;
871;6024;"6024-6776";"POLYGON((4.9434224 52.3943575,4.9445974 52.3941471,4.9450902 52.3947623,4.9446254 52.3947622,4.9438236 52.3948574,4.9434224 52.3943575))";"POLYGON((52.3943575 4.9434224,52.3941471 4.9445974,52.3947623 4.9450902,52.3947622 4.9446254,52.3948574 4.9438236,52.3943575 4.9434224))";4.9442563;52.39450225;
872;6024;"6024-6776";"POLYGON((4.9448937 52.3940915,4.9453675 52.3940091,4.9461042 52.3938,4.946842 52.3934773,4.9475808 52.393027,4.9484899 52.3923327,4.951765 52.3913384,4.9520516 52.3908422,4.9524561 52.3909459,4.952005 52.3913079,4.9512662 52.3917513,4.950949 52.3918706,4.9497923 52.3922413,4.9496399 52.3923151,4.9490536 52.3926676,4.9489322 52.3927619,4.9476098 52.3941051,4.9475691 52.3942187,4.9473281 52.3945535,4.9468285 52.3948341,4.9460941 52.3948223,4.9454374 52.3947687,4.9448937 52.3940915))";"POLYGON((52.3940915 4.9448937,52.3940091 4.9453675,52.3938 4.9461042,52.3934773 4.946842,52.393027 4.9475808,52.3923327 4.9484899,52.3913384 4.951765,52.3908422 4.9520516,52.3909459 4.9524561,52.3913079 4.952005,52.3917513 4.9512662,52.3918706 4.950949,52.3922413 4.9497923,52.3923151 4.9496399,52.3926676 4.9490536,52.3927619 4.9489322,52.3941051 4.9476098,52.3942187 4.9475691,52.3945535 4.9473281,52.3948341 4.9468285,52.3948223 4.9460941,52.3947687 4.9454374,52.3940915 4.9448937))";4.9486749;52.39283815;
873;6024;"6024-6776";"POLYGON((4.9516696 52.3907123,4.9517642 52.3907318,4.9514779 52.3912412,4.9491376 52.391933,4.9497986 52.3915969,4.9505362 52.3912833,4.9512743 52.3909252,4.9516696 52.3907123))";"POLYGON((52.3907123 4.9516696,52.3907318 4.9517642,52.3912412 4.9514779,52.391933 4.9491376,52.3915969 4.9497986,52.3912833 4.9505362,52.3909252 4.9512743,52.3907123 4.9516696))";4.9504509;52.39132265;
874;6024;"6024-6776";"POLYGON((4.9513644 52.3460628,4.9509837 52.3457047,4.9508226 52.3455842,4.9502577 52.3449089,4.949981 52.3446823,4.9498066 52.3442322,4.9498968 52.3437832,4.9502713 52.3435161,4.950464 52.343336,4.9512813 52.3430563,4.9512987 52.343086,4.9537846 52.3445844,4.9513644 52.3460628))";"POLYGON((52.3460628 4.9513644,52.3457047 4.9509837,52.3455842 4.9508226,52.3449089 4.9502577,52.3446823 4.949981,52.3442322 4.9498066,52.3437832 4.9498968,52.3435161 4.9502713,52.343336 4.950464,52.3430563 4.9512813,52.343086 4.9512987,52.3445844 4.9537846,52.3460628 4.9513644))";4.9517956;52.34455955;
875;6024;"6024-6776";"POLYGON((4.9564248 52.3883523,4.9557044 52.3885431,4.9552407 52.3887406,4.9549667 52.3888793,4.9545923 52.3891876,4.954226 52.3895153,4.9541164 52.3896353,4.9533374 52.3902896,4.9536538 52.38989,4.953854 52.3893803,4.9542468 52.3890966,4.9542197 52.388634,4.9546471 52.3882891,4.9549742 52.3881046,4.9552951 52.3880335,4.9564248 52.3883523))";"POLYGON((52.3883523 4.9564248,52.3885431 4.9557044,52.3887406 4.9552407,52.3888793 4.9549667,52.3891876 4.9545923,52.3895153 4.954226,52.3896353 4.9541164,52.3902896 4.9533374,52.38989 4.9536538,52.3893803 4.953854,52.3890966 4.9542468,52.388634 4.9542197,52.3882891 4.9546471,52.3881046 4.9549742,52.3880335 4.9552951,52.3883523 4.9564248))";4.9548811;52.38916155;
876;6024;"6024-6776";"POLYGON((4.9556981 52.3879441,4.9564454 52.387879,4.9581872 52.3878064,4.9592374 52.3880546,4.9579115 52.3881583,4.9568692 52.3882702,4.9556981 52.3879441))";"POLYGON((52.3879441 4.9556981,52.387879 4.9564454,52.3878064 4.9581872,52.3880546 4.9592374,52.3881583 4.9579115,52.3882702 4.9568692,52.3879441 4.9556981))";4.95746775;52.3880383;
877;6024;"6024-6776";"POLYGON((4.9638199 52.3847272,4.9639865 52.3842784,4.9643941 52.3838305,4.9645638 52.3837321,4.9653009 52.3834578,4.9652973 52.3838337,4.9651139 52.3839445,4.9647963 52.3839038,4.9645751 52.3842704,4.9638199 52.3847272))";"POLYGON((52.3847272 4.9638199,52.3842784 4.9639865,52.3838305 4.9643941,52.3837321 4.9645638,52.3834578 4.9653009,52.3838337 4.9652973,52.3839445 4.9651139,52.3839038 4.9647963,52.3842704 4.9645751,52.3847272 4.9638199))";4.9645604;52.3840925;
878;5271;"5271-6024";"MULTIPOLYGON(((4.8003712 52.3456404,4.8005633 52.3455576,4.8013062 52.3448575,4.8016336 52.3444924,4.8018689 52.3440442,4.8019174 52.343595,4.8018135 52.3431451,4.801675 52.3426951,4.8017576 52.3422461,4.8020796 52.3418439,4.8021253 52.3417986,4.8028191 52.3413524,4.8039221 52.3409086,4.8045049 52.3406281,4.8050347 52.3406156,4.8053932 52.3405477,4.805814 52.3406691,4.8066914 52.3406635,4.8066499 52.34137,4.810872 52.3415796,4.811027 52.3416302,4.8109324 52.3418416,4.8105112 52.3422889,4.8101379 52.3428018,4.8097282 52.3431838,4.8093964 52.343402,4.8086589 52.3437016,4.8079228 52.3438788,4.8071877 52.3439905,4.8064535 52.344016,4.8061456 52.3440653,4.8057174 52.3441959,4.8049716 52.3451216,4.8047928 52.3454067,4.8049104 52.3458567,4.8056093 52.3463095,4.805706 52.3463549,4.8045482 52.348388,4.8041962 52.3482972,4.8039348 52.3485482,4.8040506 52.3489505,4.8016975 52.3484915,4.8003712 52.3456404),(4.8042683 52.3428012,4.8049851 52.3427113,4.8042709 52.3426037,4.8041414 52.3427072,4.8042683 52.3428012)))";"MULTIPOLYGON(((52.3456404 4.8003712,52.3455576 4.8005633,52.3448575 4.8013062,52.3444924 4.8016336,52.3440442 4.8018689,52.343595 4.8019174,52.3431451 4.8018135,52.3426951 4.801675,52.3422461 4.8017576,52.3418439 4.8020796,52.3417986 4.8021253,52.3413524 4.8028191,52.3409086 4.8039221,52.3406281 4.8045049,52.3406156 4.8050347,52.3405477 4.8053932,52.3406691 4.805814,52.3406635 4.8066914,52.34137 4.8066499,52.3415796 4.810872,52.3416302 4.811027,52.3418416 4.8109324,52.3422889 4.8105112,52.3428018 4.8101379,52.3431838 4.8097282,52.343402 4.8093964,52.3437016 4.8086589,52.3438788 4.8079228,52.3439905 4.8071877,52.344016 4.8064535,52.3440653 4.8061456,52.3441959 4.8057174,52.3451216 4.8049716,52.3454067 4.8047928,52.3458567 4.8049104,52.3463095 4.8056093,52.3463549 4.805706,52.348388 4.8045482,52.3482972 4.8041962,52.3485482 4.8039348,52.3489505 4.8040506,52.3484915 4.8016975,52.3456404 4.8003712),(52.3428012 4.8042683,52.3427113 4.8049851,52.3426037 4.8042709,52.3427072 4.8041414,52.3428012 4.8042683)))";4.8056991;52.3447491;
879;5271;"5271-6024";"POLYGON((4.7904569 52.3814645,4.7904043 52.3812859,4.7901863 52.3808354,4.7900163 52.3803852,4.7903212 52.3799374,4.7905647 52.3798241,4.7912985 52.3798582,4.7920306 52.3800272,4.7931736 52.3804011,4.7934918 52.3805915,4.7939374 52.3805757,4.79392 52.3815133,4.7904569 52.3814645))";"POLYGON((52.3814645 4.7904569,52.3812859 4.7904043,52.3808354 4.7901863,52.3803852 4.7900163,52.3799374 4.7903212,52.3798241 4.7905647,52.3798582 4.7912985,52.3800272 4.7920306,52.3804011 4.7931736,52.3805915 4.7934918,52.3805757 4.7939374,52.3815133 4.79392,52.3814645 4.7904569))";4.79197685;52.3806687;
880;5271;"5271-6024";"POLYGON((4.790555 52.3817534,4.7939485 52.3817843,4.793931 52.3830888,4.7937509 52.3833004,4.7906204 52.3832709,4.791258 52.3828835,4.7917978 52.382641,4.791266 52.3822858,4.790555 52.3817534))";"POLYGON((52.3817534 4.790555,52.3817843 4.7939485,52.3830888 4.793931,52.3833004 4.7937509,52.3832709 4.7906204,52.3828835 4.791258,52.382641 4.7917978,52.3822858 4.791266,52.3817534 4.790555))";4.79225175;52.3825269;
881;5271;"5271-6024";"POLYGON((4.7937236 52.3757731,4.7940316 52.3759115,4.7942873 52.376,4.7950188 52.3762104,4.7957514 52.3763441,4.7964853 52.3763699,4.7972205 52.3762932,4.797526 52.3762145,4.7979507 52.377683,4.7978212 52.3797647,4.7977097 52.3799743,4.7977835 52.3800526,4.7955075 52.380022,4.7956414 52.379964,4.7959401 52.3795161,4.7957314 52.3790657,4.7956338 52.3786159,4.7954069 52.3781653,4.7947312 52.3777125,4.7942671 52.3775182,4.7941337 52.3774787,4.7937236 52.3757731))";"POLYGON((52.3757731 4.7937236,52.3759115 4.7940316,52.376 4.7942873,52.3762104 4.7950188,52.3763441 4.7957514,52.3763699 4.7964853,52.3762932 4.7972205,52.3762145 4.797526,52.377683 4.7979507,52.3797647 4.7978212,52.3799743 4.7977097,52.3800526 4.7977835,52.380022 4.7955075,52.379964 4.7956414,52.3795161 4.7959401,52.3790657 4.7957314,52.3786159 4.7956338,52.3781653 4.7954069,52.3777125 4.7947312,52.3775182 4.7942671,52.3774787 4.7941337,52.3757731 4.7937236))";4.79583715;52.37791285;
882;5271;"5271-6024";"POLYGON((4.794451 52.3825031,4.7944771 52.3817223,4.7953783 52.381738,4.7949415 52.3820165,4.7947246 52.3822063,4.794451 52.3825031))";"POLYGON((52.3825031 4.794451,52.3817223 4.7944771,52.381738 4.7953783,52.3820165 4.7949415,52.3822063 4.7947246,52.3825031 4.794451))";4.79491465;52.3821127;
883;5271;"5271-6024";"POLYGON((4.795657 52.3815923,4.7945108 52.3815674,4.7945451 52.380434,4.7950143 52.3802362,4.7978107 52.380279,4.7977829 52.3815897,4.7971523 52.3814311,4.7964184 52.3814095,4.795657 52.3815923))";"POLYGON((52.3815923 4.795657,52.3815674 4.7945108,52.380434 4.7945451,52.3802362 4.7950143,52.380279 4.7978107,52.3815897 4.7977829,52.3814311 4.7971523,52.3814095 4.7964184,52.3815923 4.795657))";4.79616075;52.38091425;
884;5271;"5271-6024";"POLYGON((4.7967781 52.3453461,4.7966164 52.3456198,4.7960498 52.3454579,4.7960018 52.3454078,4.7955887 52.3446991,4.7955649 52.3445404,4.7959721 52.3449137,4.7961677 52.3450344,4.7967781 52.3453461))";"POLYGON((52.3453461 4.7967781,52.3456198 4.7966164,52.3454579 4.7960498,52.3454078 4.7960018,52.3446991 4.7955887,52.3445404 4.7955649,52.3449137 4.7959721,52.3450344 4.7961677,52.3453461 4.7967781))";4.7961715;52.3450801;
885;5271;"5271-6024";"POLYGON((4.8039969 52.3605038,4.8032996 52.3607015,4.8025637 52.3608443,4.8018282 52.3609573,4.8011581 52.3611173,4.8010917 52.3611403,4.8004017 52.3615629,4.8002303 52.3620114,4.8001318 52.3624603,4.7999423 52.3629088,4.7995928 52.3634759,4.7992457 52.3638041,4.7988512 52.3640429,4.7981154 52.3641729,4.7973857 52.3638431,4.7969495 52.3633433,4.7968059 52.3628932,4.7968755 52.3624442,4.7970862 52.3619958,4.7973523 52.3615478,4.7978114 52.3611006,4.79816 52.3608105,4.7983847 52.3606541,4.7987457 52.3602066,4.7987931 52.3597574,4.7986384 52.3593913,4.8039969 52.3605038))";"POLYGON((52.3605038 4.8039969,52.3607015 4.8032996,52.3608443 4.8025637,52.3609573 4.8018282,52.3611173 4.8011581,52.3611403 4.8010917,52.3615629 4.8004017,52.3620114 4.8002303,52.3624603 4.8001318,52.3629088 4.7999423,52.3634759 4.7995928,52.3638041 4.7992457,52.3640429 4.7988512,52.3641729 4.7981154,52.3638431 4.7973857,52.3633433 4.7969495,52.3628932 4.7968059,52.3624442 4.7968755,52.3619958 4.7970862,52.3615478 4.7973523,52.3611006 4.7978114,52.3608105 4.79816,52.3606541 4.7983847,52.3602066 4.7987457,52.3597574 4.7987931,52.3593913 4.7986384,52.3605038 4.8039969))";4.8004014;52.3617821;
886;5271;"5271-6024";"POLYGON((4.7977545 52.3761556,4.7979574 52.3761035,4.7983304 52.375933,4.7986963 52.3757489,4.7990122 52.3755395,4.805272 52.3749243,4.8053152 52.3749477,4.8053961 52.374912,4.8056082 52.3748913,4.8053136 52.3750686,4.806042 52.3755215,4.8060363 52.3759609,4.8053047 52.375747,4.8045744 52.3754511,4.8038425 52.3752624,4.8023727 52.3753707,4.8016361 52.3755392,4.8008978 52.3758614,4.8000334 52.3763908,4.799193 52.376836,4.7985297 52.3772821,4.7982628 52.3777301,4.7982161 52.3786286,4.7981517 52.3790778,4.7980715 52.3792431,4.7981336 52.377732,4.7980735 52.3773881,4.7977545 52.3761556))";"POLYGON((52.3761556 4.7977545,52.3761035 4.7979574,52.375933 4.7983304,52.3757489 4.7986963,52.3755395 4.7990122,52.3749243 4.805272,52.3749477 4.8053152,52.374912 4.8053961,52.3748913 4.8056082,52.3750686 4.8053136,52.3755215 4.806042,52.3759609 4.8060363,52.375747 4.8053047,52.3754511 4.8045744,52.3752624 4.8038425,52.3753707 4.8023727,52.3755392 4.8016361,52.3758614 4.8008978,52.3763908 4.8000334,52.376836 4.799193,52.3772821 4.7985297,52.3777301 4.7982628,52.3786286 4.7982161,52.3790778 4.7981517,52.3792431 4.7980715,52.377732 4.7981336,52.3773881 4.7980735,52.3761556 4.7977545))";4.80189825;52.3770672;
887;5271;"5271-6024";"POLYGON((4.798246 52.3587337,4.7980712 52.3584057,4.7981632 52.3579567,4.7983876 52.3575085,4.7985633 52.3570599,4.7986819 52.3566111,4.7987574 52.3561621,4.7987678 52.3557128,4.7987088 52.3552632,4.798608 52.3548132,4.7985768 52.3543637,4.7986824 52.3539148,4.7989807 52.3534669,4.7993462 52.3530193,4.7999639 52.352573,4.8004675 52.3522951,4.801967 52.3526018,4.799086 52.3579949,4.7986853 52.3579345,4.798246 52.3587337))";"POLYGON((52.3587337 4.798246,52.3584057 4.7980712,52.3579567 4.7981632,52.3575085 4.7983876,52.3570599 4.7985633,52.3566111 4.7986819,52.3561621 4.7987574,52.3557128 4.7987678,52.3552632 4.7987088,52.3548132 4.798608,52.3543637 4.7985768,52.3539148 4.7986824,52.3534669 4.7989807,52.3530193 4.7993462,52.352573 4.7999639,52.3522951 4.8004675,52.3526018 4.801967,52.3579949 4.799086,52.3579345 4.7986853,52.3587337 4.798246))";4.8000191;52.3555144;
888;5271;"5271-6024";"POLYGON((4.7979408 52.381634,4.7980061 52.3803739,4.7980333 52.3804252,4.7988556 52.3808787,4.8008223 52.3815742,4.8012376 52.3817893,4.8015498 52.3821052,4.8017007 52.3823515,4.7997753 52.3823251,4.7996293 52.3822306,4.7993466 52.382102,4.7979408 52.381634))";"POLYGON((52.381634 4.7979408,52.3803739 4.7980061,52.3804252 4.7980333,52.3808787 4.7988556,52.3815742 4.8008223,52.3817893 4.8012376,52.3821052 4.8015498,52.3823515 4.8017007,52.3823251 4.7997753,52.3822306 4.7996293,52.382102 4.7993466,52.381634 4.7979408))";4.79982075;52.3813627;
889;5271;"5271-6024";"POLYGON((4.8045763 52.3603194,4.79886 52.3591877,4.802291 52.3526854,4.8049346 52.3532382,4.8048642 52.3533296,4.8041259 52.3536695,4.8033919 52.3536641,4.802657 52.3537476,4.8020579 52.3539315,4.80265 52.3542802,4.8031103 52.3543861,4.8048486 52.3545117,4.8055836 52.3544257,4.8063207 52.3541956,4.8074772 52.3537698,4.8093069 52.3541523,4.8082816 52.3548609,4.8077757 52.3551739,4.8067426 52.3557521,4.8061136 52.3561984,4.8059276 52.3566469,4.8061996 52.3570976,4.8062816 52.3571918,4.8070002 52.3584451,4.8071815 52.3589,4.8070966 52.359349,4.8069859 52.3594528,4.8064493 52.3597951,4.8045763 52.3603194))";"POLYGON((52.3603194 4.8045763,52.3591877 4.79886,52.3526854 4.802291,52.3532382 4.8049346,52.3533296 4.8048642,52.3536695 4.8041259,52.3536641 4.8033919,52.3537476 4.802657,52.3539315 4.8020579,52.3542802 4.80265,52.3543861 4.8031103,52.3545117 4.8048486,52.3544257 4.8055836,52.3541956 4.8063207,52.3537698 4.8074772,52.3541523 4.8093069,52.3548609 4.8082816,52.3551739 4.8077757,52.3557521 4.8067426,52.3561984 4.8061136,52.3566469 4.8059276,52.3570976 4.8061996,52.3571918 4.8062816,52.3584451 4.8070002,52.3589 4.8071815,52.359349 4.8070966,52.3594528 4.8069859,52.3597951 4.8064493,52.3603194 4.8045763))";4.80408345;52.3565024;
890;5271;"5271-6024";"POLYGON((4.7988666 52.3733617,4.8011138 52.3731446,4.8016363 52.3751431,4.7992212 52.3753743,4.7996221 52.3750406,4.7998752 52.3745925,4.7998928 52.3741432,4.799662 52.3736926,4.799459 52.3735962,4.7988666 52.3733617))";"POLYGON((52.3733617 4.7988666,52.3731446 4.8011138,52.3751431 4.8016363,52.3753743 4.7992212,52.3750406 4.7996221,52.3745925 4.7998752,52.3741432 4.7998928,52.3736926 4.799662,52.3735962 4.799459,52.3733617 4.7988666))";4.80025145;52.37425945;
891;5271;"5271-6024";"POLYGON((4.8006863 52.384079,4.8007129 52.3835841,4.8005784 52.3831341,4.8002623 52.3826831,4.8000755 52.3825189,4.7999238 52.3824209,4.8017566 52.3824531,4.8021176 52.3831418,4.8023224 52.3835922,4.8026497 52.384116,4.8006863 52.384079))";"POLYGON((52.384079 4.8006863,52.3835841 4.8007129,52.3831341 4.8005784,52.3826831 4.8002623,52.3825189 4.8000755,52.3824209 4.7999238,52.3824531 4.8017566,52.3831418 4.8021176,52.3835922 4.8023224,52.384116 4.8026497,52.384079 4.8006863))";4.80128675;52.38326845;
892;5271;"5271-6024";"POLYGON((4.8022743 52.3519685,4.8020661 52.3523449,4.8010154 52.3521292,4.8012114 52.3520596,4.8019463 52.3519836,4.8022743 52.3519685))";"POLYGON((52.3519685 4.8022743,52.3523449 4.8020661,52.3521292 4.8010154,52.3520596 4.8012114,52.3519836 4.8019463,52.3519685 4.8022743))";4.80164485;52.3521567;
893;5271;"5271-6024";"POLYGON((4.8050537 52.3748058,4.8021409 52.3751025,4.8015625 52.3731176,4.8021268 52.3730603,4.8022112 52.3732559,4.8023997 52.3733084,4.8031332 52.3733714,4.8034297 52.3737112,4.8038597 52.3739542,4.8039896 52.3741633,4.8047043 52.3746162,4.8050537 52.3748058))";"POLYGON((52.3748058 4.8050537,52.3751025 4.8021409,52.3731176 4.8015625,52.3730603 4.8021268,52.3732559 4.8022112,52.3733084 4.8023997,52.3733714 4.8031332,52.3737112 4.8034297,52.3739542 4.8038597,52.3741633 4.8039896,52.3746162 4.8047043,52.3748058 4.8050537))";4.8033081;52.3740814;
894;5271;"5271-6024";"POLYGON((4.8022059 52.349842,4.8032239 52.3500449,4.80328 52.3501505,4.8030218 52.3506171,4.8027025 52.3502934,4.8022059 52.349842))";"POLYGON((52.349842 4.8022059,52.3500449 4.8032239,52.3501505 4.80328,52.3506171 4.8030218,52.3502934 4.8027025,52.349842 4.8022059))";4.80274295;52.35022955;
895;5271;"5271-6024";"POLYGON((4.8051233 52.352979,4.8024472 52.3524287,4.8027132 52.3519455,4.8034158 52.3518487,4.8037203 52.3516928,4.8036565 52.3512431,4.8034272 52.3509789,4.8033009 52.3508773,4.8036612 52.3502226,4.8037957 52.3501764,4.8070998 52.3508398,4.8063609 52.3511168,4.8056188 52.3521515,4.8051233 52.352979))";"POLYGON((52.352979 4.8051233,52.3524287 4.8024472,52.3519455 4.8027132,52.3518487 4.8034158,52.3516928 4.8037203,52.3512431 4.8036565,52.3509789 4.8034272,52.3508773 4.8033009,52.3502226 4.8036612,52.3501764 4.8037957,52.3508398 4.8070998,52.3511168 4.8063609,52.3521515 4.8056188,52.352979 4.8051233))";4.8047735;52.3515777;
